Loan_ID,Customer_ID,Loan_Amount,Interest_Rate,Loan_Term,Disbursal_Date,Repayment_Start_Date,Repayment_End_Date,Loan_Status,Overdue_Amount,EMI_Amount,Collateral_Details
L001243,C037056,1749609,12.15,48,2022-12-04,2023-01-04,2026-12-04,Overdue,27583,68731,None
L001244,C026556,4173869,10.72,48,2021-02-22,2021-03-22,2025-02-22,Overdue,0,52167,Property
L001245,C004144,4481167,12.39,12,2024-10-22,2024-11-22,2025-10-22,Closed,0,87612,Property
L001246,C067425,3637736,13.27,60,2023-10-27,2023-11-27,2028-10-27,Active,47361,75044,None
L001247,C001774,3429419,9.83,12,2020-12-23,2021-01-23,2021-12-23,Overdue,0,67361,Property
L001248,C011620,389265,13.69,36,2021-04-29,2021-05-29,2024-04-29,Overdue,0,47130,None
L001249,C006828,2966511,14.55,48,2021-01-25,2021-02-25,2025-01-25,Overdue,34202,92069,None
L001250,C029074,2504030,11.44,36,2022-08-23,2022-09-23,2025-08-23,Active,45876,84948,Property
L001251,C024950,4637778,10.75,60,2024-10-11,2024-11-11,2029-10-11,Closed,2142,84225,Property
L001252,C068798,4775017,8.24,12,2022-08-14,2022-09-14,2023-08-14,Overdue,29204,55097,Vehicle
L001253,C039680,1286701,14.43,36,2021-01-18,2021-02-18,2024-01-18,Overdue,0,89564,Property
L001254,C047804,2647220,13.9,24,2023-09-23,2023-10-23,2025-09-23,Closed,18587,59054,None
L001255,C030511,1414531,14.13,24,2021-05-26,2021-06-26,2023-05-26,Active,43551,20316,Property
L001256,C017019,930110,7.19,36,2024-03-25,2024-04-25,2027-03-25,Overdue,14545,30364,Property
L001257,C062631,2732235,12.3,60,2021-08-18,2021-09-18,2026-08-18,Closed,26334,54766,None
L001258,C047682,1890250,7.34,24,2024-07-29,2024-08-29,2026-07-29,Active,0,17805,Property
L001259,C015854,284473,8.06,48,2020-04-25,2020-05-25,2024-04-25,Overdue,44331,63973,Property
L001260,C038115,3153809,7.02,24,2021-01-20,2021-02-20,2023-01-20,Active,8328,37110,Vehicle
L001261,C021515,542995,9.21,12,2021-03-20,2021-04-20,2022-03-20,Closed,0,12478,Vehicle
L001262,C029409,735348,11.36,48,2022-10-28,2022-11-28,2026-10-28,Active,0,34486,None
L001263,C038221,3310745,7.86,24,2022-03-29,2022-04-29,2024-03-29,Active,30852,39718,Vehicle
L001264,C026625,4738063,8.44,48,2020-08-07,2020-09-07,2024-08-07,Active,5085,78059,Vehicle
L001265,C009974,2805200,8.29,60,2021-11-22,2021-12-22,2026-11-22,Overdue,8898,25044,Vehicle
L001266,C058284,196282,11.28,60,2022-03-20,2022-04-20,2027-03-20,Closed,6019,23786,Vehicle
L001267,C021256,2056331,14.14,48,2023-10-04,2023-11-04,2027-10-04,Closed,0,16130,Property
L001268,C067479,455775,11.72,12,2020-04-23,2020-05-23,2021-04-23,Overdue,5820,57091,Vehicle
L001269,C048686,2862884,9.84,36,2024-09-10,2024-10-10,2027-09-10,Active,13377,86191,Property
L001270,C009260,3139865,11.27,36,2022-09-08,2022-10-08,2025-09-08,Closed,0,75225,Vehicle
L001271,C034833,4886301,14.45,48,2024-05-27,2024-06-27,2028-05-27,Closed,48214,71240,None
L001272,C059961,1098906,7.58,36,2020-01-09,2020-02-09,2023-01-09,Active,0,94901,Vehicle
L001273,C013744,4582571,9.46,60,2024-01-14,2024-02-14,2029-01-14,Closed,29766,66313,Vehicle
L001274,C032564,1150824,9.23,48,2023-05-28,2023-06-28,2027-05-28,Active,28958,61206,Property
L001275,C004178,3876436,12.12,60,2021-10-05,2021-11-05,2026-10-05,Active,8976,31702,Vehicle
L001276,C017660,535307,11.2,24,2023-08-11,2023-09-11,2025-08-11,Closed,0,96921,None
L001277,C064647,2411423,9.85,36,2020-10-31,2020-11-30,2023-10-31,Closed,0,97276,None
L001278,C004555,3898399,7.13,12,2020-07-05,2020-08-05,2021-07-05,Closed,0,57341,None
L001279,C069528,3672740,11.56,12,2024-12-22,2025-01-22,2025-12-22,Active,0,95168,Vehicle
L001280,C041919,1389833,14.74,12,2021-02-06,2021-03-06,2022-02-06,Active,0,46562,Property
L001281,C050739,4267117,11.11,60,2021-05-05,2021-06-05,2026-05-05,Overdue,4587,59394,Property
L001282,C007299,1096865,7.3,12,2022-08-20,2022-09-20,2023-08-20,Active,12069,53845,Property
L001283,C003986,608763,9.2,12,2020-08-16,2020-09-16,2021-08-16,Active,30194,7089,None
L001284,C028742,1142383,12.93,36,2020-04-30,2020-05-30,2023-04-30,Closed,40675,50103,None
L001285,C062149,2481639,7.52,12,2022-10-19,2022-11-19,2023-10-19,Overdue,35304,50802,None
L001286,C052886,2391291,12.32,24,2023-10-08,2023-11-08,2025-10-08,Active,46335,32152,Property
L001287,C051359,2093476,14.63,36,2022-10-21,2022-11-21,2025-10-21,Closed,45006,26932,Property
L001288,C037732,2855966,11.25,48,2021-07-15,2021-08-15,2025-07-15,Active,0,65165,Vehicle
L001289,C050446,1918053,9.3,12,2023-06-24,2023-07-24,2024-06-24,Overdue,27013,3151,None
L001290,C001705,2199990,11.52,12,2021-11-10,2021-12-10,2022-11-10,Closed,0,54721,None
L001291,C006311,3833142,13.22,12,2021-10-28,2021-11-28,2022-10-28,Active,26444,79571,Property
L001292,C019867,1739362,13.43,36,2023-08-21,2023-09-21,2026-08-21,Active,0,31945,Property
L001293,C060068,3416490,14.67,48,2020-01-15,2020-02-15,2024-01-15,Active,0,64429,Vehicle
L001294,C021301,2018408,9.41,24,2023-04-27,2023-05-27,2025-04-27,Overdue,38349,85343,Vehicle
L001295,C020211,2282601,11.37,24,2020-07-30,2020-08-30,2022-07-30,Closed,33415,9739,Property
L001296,C061013,2513214,13.31,12,2023-07-14,2023-08-14,2024-07-14,Active,47448,50180,None
L001297,C032337,3638113,10.27,24,2020-04-26,2020-05-26,2022-04-26,Overdue,0,9180,Vehicle
L001298,C021615,1550304,13.65,24,2023-05-05,2023-06-05,2025-05-05,Overdue,32201,76663,Vehicle
L001299,C006979,397474,9.64,60,2020-01-31,2020-02-29,2025-01-31,Overdue,0,97321,Vehicle
L001300,C023013,2740991,7.96,36,2022-03-25,2022-04-25,2025-03-25,Overdue,19100,37400,None
L001301,C063282,2408798,10.07,12,2023-11-09,2023-12-09,2024-11-09,Overdue,33528,71455,Vehicle
L001302,C031041,991628,12.16,12,2020-02-25,2020-03-25,2021-02-25,Closed,16254,17624,Vehicle
L001303,C059454,2665544,8.28,24,2022-02-08,2022-03-08,2024-02-08,Closed,41332,98307,Property
L001304,C055801,2832278,7.9,48,2021-12-25,2022-01-25,2025-12-25,Overdue,0,84921,Vehicle
L001305,C007178,1277004,10.7,60,2023-03-18,2023-04-18,2028-03-18,Overdue,41186,98574,None
L001306,C018893,3144488,14.53,12,2023-05-31,2023-06-30,2024-05-31,Overdue,4668,31638,None
L001307,C039759,394956,14.42,48,2020-09-08,2020-10-08,2024-09-08,Overdue,0,88256,None
L001308,C037574,422982,14.02,48,2021-07-04,2021-08-04,2025-07-04,Overdue,0,57538,None
L001309,C024754,199334,7.32,36,2022-04-25,2022-05-25,2025-04-25,Closed,0,53313,Property
L001310,C051111,2869548,12.04,60,2024-11-13,2024-12-13,2029-11-13,Active,29297,67911,None
L001311,C017491,1407938,11.45,12,2020-05-23,2020-06-23,2021-05-23,Overdue,0,56183,Vehicle
L001312,C023108,1892062,9.42,48,2022-01-10,2022-02-10,2026-01-10,Overdue,26245,86936,Vehicle
L001313,C043071,4381780,11.02,24,2022-08-05,2022-09-05,2024-08-05,Overdue,0,79119,None
L001314,C031020,546193,11.45,48,2022-03-04,2022-04-04,2026-03-04,Active,10640,15768,None
L001315,C024775,3213308,10.77,36,2023-04-14,2023-05-14,2026-04-14,Active,12164,47755,Property
L001316,C057970,361129,8.73,36,2022-01-11,2022-02-11,2025-01-11,Overdue,0,12887,Vehicle
L001317,C034937,3595221,10.18,36,2021-08-22,2021-09-22,2024-08-22,Overdue,7305,90511,Vehicle
L001318,C058998,1691576,10.5,12,2021-06-03,2021-07-03,2022-06-03,Closed,0,52409,Vehicle
L001319,C052890,1735312,8.11,36,2022-10-25,2022-11-25,2025-10-25,Closed,0,21235,Property
L001320,C039513,3906763,12.8,12,2024-03-22,2024-04-22,2025-03-22,Closed,31796,42168,Vehicle
L001321,C042158,1606036,14.73,12,2024-04-24,2024-05-24,2025-04-24,Closed,0,13340,None
L001322,C005023,3433969,14.74,12,2020-04-22,2020-05-22,2021-04-22,Active,0,94736,Vehicle
L001323,C010066,3443824,12.7,60,2022-01-25,2022-02-25,2027-01-25,Overdue,0,94919,None
L001324,C059013,1158520,10.71,24,2020-08-09,2020-09-09,2022-08-09,Active,0,22042,Property
L001325,C060366,4102035,12.7,48,2022-06-09,2022-07-09,2026-06-09,Overdue,38277,10072,Property
L001326,C031965,164136,7.21,36,2022-04-06,2022-05-06,2025-04-06,Overdue,0,22440,None
L001327,C050915,4701517,12.43,48,2024-02-04,2024-03-04,2028-02-04,Closed,3062,97465,Vehicle
L001328,C017652,4807618,10.67,60,2021-05-03,2021-06-03,2026-05-03,Closed,20933,54967,Vehicle
L001329,C040511,4454081,14.37,12,2020-03-30,2020-04-30,2021-03-30,Active,0,76155,Property
L001330,C028048,3808939,12.29,24,2021-09-14,2021-10-14,2023-09-14,Overdue,0,89212,None
L001331,C014934,3754032,9.36,48,2024-04-12,2024-05-12,2028-04-12,Active,0,21308,Property
L001332,C049664,2477911,7.81,24,2021-01-31,2021-02-28,2023-01-31,Closed,0,31253,None
L001333,C023708,1180691,14.43,48,2022-01-13,2022-02-13,2026-01-13,Closed,0,15124,Vehicle
L001334,C043889,4427359,7.29,36,2024-04-19,2024-05-19,2027-04-19,Closed,0,58356,None
L001335,C060420,1577177,7.95,60,2024-02-03,2024-03-03,2029-02-03,Overdue,0,44658,Vehicle
L001336,C013601,4406844,14.01,60,2023-12-05,2024-01-05,2028-12-05,Closed,12721,17578,Vehicle
L001337,C048716,2236586,10.54,48,2023-03-18,2023-04-18,2027-03-18,Active,0,87239,Vehicle
L001338,C042314,4234146,14.42,36,2020-02-20,2020-03-20,2023-02-20,Overdue,0,59332,Property
L001339,C068332,2297552,10.18,60,2021-05-28,2021-06-28,2026-05-28,Active,0,3518,Property
L001340,C059331,2148410,14.71,48,2021-06-12,2021-07-12,2025-06-12,Active,0,11021,Vehicle
L001341,C036168,3466598,7.49,60,2020-05-16,2020-06-16,2025-05-16,Overdue,7865,83377,None
L001342,C033581,4396222,13.25,24,2020-07-26,2020-08-26,2022-07-26,Closed,0,8303,None
L001343,C010132,482012,13.6,60,2022-10-24,2022-11-24,2027-10-24,Overdue,12330,28220,None
L001344,C001765,4840529,14.8,48,2021-04-14,2021-05-14,2025-04-14,Closed,0,34246,None
L001345,C026257,2127797,14.7,12,2023-03-01,2023-04-01,2024-03-01,Closed,0,72601,Property
L001346,C026879,572930,9.09,36,2021-11-01,2021-12-01,2024-11-01,Overdue,16732,53463,Vehicle
L001347,C055192,3834833,8.75,60,2022-07-28,2022-08-28,2027-07-28,Overdue,0,87386,None
L001348,C027380,3050121,11.07,60,2022-09-02,2022-10-02,2027-09-02,Active,0,29307,Vehicle
L001349,C011755,3491447,10.29,24,2023-11-01,2023-12-01,2025-11-01,Closed,0,7654,Property
L001350,C035647,4792605,14.67,24,2024-12-09,2025-01-09,2026-12-09,Active,13512,84594,Vehicle
L001351,C035295,3044875,8.54,12,2021-07-05,2021-08-05,2022-07-05,Active,0,50810,Vehicle
L001352,C042535,2617738,10.35,36,2021-02-17,2021-03-17,2024-02-17,Closed,40474,36618,None
L001353,C057149,1378235,14.0,60,2020-03-28,2020-04-28,2025-03-28,Overdue,5887,20045,Vehicle
L001354,C036662,1327863,14.15,60,2022-10-19,2022-11-19,2027-10-19,Active,0,8058,None
L001355,C057872,764595,10.57,60,2024-08-02,2024-09-02,2029-08-02,Active,36490,85089,Vehicle
L001356,C019559,4771437,9.62,60,2024-05-20,2024-06-20,2029-05-20,Closed,48273,19763,None
L001357,C025875,229387,10.05,48,2022-07-17,2022-08-17,2026-07-17,Overdue,0,98194,None
L001358,C005453,1646184,8.72,48,2020-12-16,2021-01-16,2024-12-16,Active,0,43650,Property
L001359,C036726,3334654,9.51,60,2023-09-27,2023-10-27,2028-09-27,Active,17411,73573,None
L001360,C055990,582878,9.49,48,2021-09-22,2021-10-22,2025-09-22,Active,44093,13999,None
L001361,C006739,4910965,13.25,48,2021-06-30,2021-07-30,2025-06-30,Active,45715,94049,Vehicle
L001362,C037389,4939880,8.97,24,2020-10-08,2020-11-08,2022-10-08,Overdue,0,55692,Property
L001363,C021186,4726725,7.73,24,2021-11-17,2021-12-17,2023-11-17,Closed,0,98228,None
L001364,C052217,4183890,11.12,12,2022-11-16,2022-12-16,2023-11-16,Closed,12795,32734,Property
L001365,C047888,4780379,9.41,60,2022-09-15,2022-10-15,2027-09-15,Overdue,31973,14922,Property
L001366,C031557,4123699,7.22,24,2022-07-10,2022-08-10,2024-07-10,Closed,19755,23177,None
L001367,C013826,4888132,7.8,12,2023-06-15,2023-07-15,2024-06-15,Active,26003,16829,Vehicle
L001368,C051522,2534917,14.1,48,2021-01-25,2021-02-25,2025-01-25,Active,5597,78162,None
L001369,C032129,4149627,10.08,12,2021-05-27,2021-06-27,2022-05-27,Overdue,0,19563,Vehicle
L001370,C051242,2234084,14.31,48,2021-08-17,2021-09-17,2025-08-17,Closed,18399,76393,Vehicle
L001371,C000042,4434300,14.86,12,2024-07-08,2024-08-08,2025-07-08,Closed,0,4071,Vehicle
L001372,C055972,436596,11.91,12,2024-03-28,2024-04-28,2025-03-28,Active,0,20304,Vehicle
L001373,C007115,999938,10.16,36,2021-10-22,2021-11-22,2024-10-22,Closed,0,48557,None
L001374,C021725,4100640,8.01,12,2020-05-22,2020-06-22,2021-05-22,Closed,0,48306,None
L001375,C061502,1686018,8.59,24,2020-12-19,2021-01-19,2022-12-19,Closed,0,72033,Vehicle
L001376,C036688,587230,8.36,48,2022-08-19,2022-09-19,2026-08-19,Active,0,14251,Property
L001377,C039493,1562029,8.14,36,2021-06-03,2021-07-03,2024-06-03,Active,0,24197,Vehicle
L001378,C036554,810611,7.47,24,2020-03-12,2020-04-12,2022-03-12,Active,0,46913,None
L001379,C004185,2921037,7.93,60,2023-03-30,2023-04-30,2028-03-30,Overdue,0,41545,None
L001380,C027597,3347888,13.98,24,2022-09-28,2022-10-28,2024-09-28,Active,35419,62551,None
L001381,C063347,1242757,9.17,24,2020-11-24,2020-12-24,2022-11-24,Active,0,17065,None
L001382,C051207,4477026,14.66,24,2021-06-20,2021-07-20,2023-06-20,Overdue,41299,3294,Property
L001383,C026201,4965167,7.5,48,2023-07-08,2023-08-08,2027-07-08,Overdue,39344,81008,Vehicle
L001384,C055981,4825935,7.27,12,2020-03-06,2020-04-06,2021-03-06,Active,46927,42995,Vehicle
L001385,C029102,2763639,10.31,48,2020-04-03,2020-05-03,2024-04-03,Closed,26880,10674,Property
L001386,C004015,635614,11.48,48,2023-12-03,2024-01-03,2027-12-03,Active,17271,80678,Vehicle
L001387,C026971,2149558,9.67,24,2022-06-13,2022-07-13,2024-06-13,Active,0,94805,None
L001388,C057953,4960570,8.61,48,2021-08-21,2021-09-21,2025-08-21,Closed,6275,27924,Property
L001389,C057267,3778842,8.78,60,2021-01-09,2021-02-09,2026-01-09,Active,5539,80116,None
L001390,C003744,3183442,7.31,12,2021-02-03,2021-03-03,2022-02-03,Active,0,79049,None
L001391,C003826,2655048,7.25,24,2024-02-02,2024-03-02,2026-02-02,Overdue,0,68557,Property
L001392,C048040,4567204,14.36,24,2024-06-30,2024-07-30,2026-06-30,Overdue,0,35292,None
L001393,C059511,3821260,8.46,12,2024-05-10,2024-06-10,2025-05-10,Active,0,74174,Property
L001394,C026571,1952732,8.45,48,2023-04-07,2023-05-07,2027-04-07,Closed,0,88598,Vehicle
L001395,C030204,4746313,14.15,12,2022-01-07,2022-02-07,2023-01-07,Overdue,14403,95207,Property
L001396,C030813,1846227,12.7,60,2024-11-23,2024-12-23,2029-11-23,Active,0,68440,None
L001397,C007118,2694725,11.31,12,2020-09-15,2020-10-15,2021-09-15,Closed,0,83737,None
L001398,C028666,4748240,14.04,60,2021-12-09,2022-01-09,2026-12-09,Closed,46969,49382,None
L001399,C008733,4397476,10.49,24,2020-01-30,2020-02-29,2022-01-30,Closed,48103,38121,None
L001400,C035602,3580337,11.79,60,2022-03-01,2022-04-01,2027-03-01,Overdue,7343,69695,Property
L001401,C012512,3079959,12.42,12,2022-01-06,2022-02-06,2023-01-06,Closed,19011,23262,Property
L001402,C018691,4940137,14.22,24,2023-09-07,2023-10-07,2025-09-07,Overdue,0,38666,None
L001403,C067393,4122235,10.1,60,2019-12-28,2020-01-28,2024-12-28,Closed,11448,55792,Vehicle
L001404,C056068,778468,13.03,60,2020-01-20,2020-02-20,2025-01-20,Closed,2261,74580,Property
L001405,C004554,460805,12.82,12,2022-08-20,2022-09-20,2023-08-20,Overdue,0,81539,Vehicle
L001406,C013697,4388369,8.47,36,2023-02-27,2023-03-27,2026-02-27,Overdue,0,77109,Vehicle
L001407,C019350,4716728,14.0,60,2022-05-16,2022-06-16,2027-05-16,Overdue,0,43897,Property
L001408,C036695,2871915,10.72,60,2021-04-12,2021-05-12,2026-04-12,Active,43207,79943,Property
L001409,C015684,2420191,10.36,24,2023-04-05,2023-05-05,2025-04-05,Closed,17648,61718,Vehicle
L001410,C026969,59785,10.06,36,2022-05-24,2022-06-24,2025-05-24,Active,6112,40524,Vehicle
L001411,C038731,1699046,7.43,48,2022-08-09,2022-09-09,2026-08-09,Overdue,6982,44273,None
L001412,C027327,4400167,13.97,48,2020-09-22,2020-10-22,2024-09-22,Closed,18272,32053,Property
L001413,C062460,1888919,9.17,36,2024-03-26,2024-04-26,2027-03-26,Overdue,0,15159,Vehicle
L001414,C046220,2567149,7.61,24,2021-06-09,2021-07-09,2023-06-09,Overdue,0,14157,None
L001415,C004472,2066445,8.75,60,2024-11-10,2024-12-10,2029-11-10,Overdue,40167,47261,Vehicle
L001416,C061032,1116486,13.22,48,2021-02-13,2021-03-13,2025-02-13,Active,0,49554,Property
L001417,C059386,832720,14.65,48,2021-04-15,2021-05-15,2025-04-15,Closed,37876,61535,Property
L001418,C069037,2262202,11.54,48,2021-02-19,2021-03-19,2025-02-19,Overdue,0,15191,Property
L001419,C034017,3191537,10.56,12,2022-05-31,2022-06-30,2023-05-31,Overdue,23864,78031,Vehicle
L001420,C027027,121453,10.48,24,2021-11-29,2021-12-29,2023-11-29,Overdue,0,59449,None
L001421,C026580,4549251,13.99,12,2021-05-26,2021-06-26,2022-05-26,Overdue,24589,23552,Property
L001422,C030539,4694496,11.61,48,2024-04-16,2024-05-16,2028-04-16,Closed,0,95805,Property
L001423,C036364,4845608,13.33,12,2024-08-04,2024-09-04,2025-08-04,Active,0,38120,None
L001424,C017381,1297131,7.6,60,2024-07-10,2024-08-10,2029-07-10,Closed,44409,60422,None
L001425,C047624,2368987,13.72,24,2021-04-05,2021-05-05,2023-04-05,Overdue,0,16723,Property
L001426,C049218,926224,9.72,60,2021-07-30,2021-08-30,2026-07-30,Overdue,1352,80206,Property
L001427,C049473,1851741,13.03,36,2023-11-10,2023-12-10,2026-11-10,Overdue,46478,66988,Vehicle
L001428,C052880,1913511,12.63,24,2023-06-07,2023-07-07,2025-06-07,Overdue,33961,59703,Vehicle
L001429,C037280,3093337,9.93,60,2020-08-06,2020-09-06,2025-08-06,Closed,43210,19563,None
L001430,C057194,2418652,12.44,36,2020-10-13,2020-11-13,2023-10-13,Active,6721,19336,None
L001431,C000088,2597233,11.52,36,2022-05-20,2022-06-20,2025-05-20,Overdue,0,20356,None
L001432,C019405,3122863,10.55,36,2023-05-02,2023-06-02,2026-05-02,Closed,0,12899,Property
L001433,C037437,1341580,9.01,36,2022-09-25,2022-10-25,2025-09-25,Closed,0,67261,Vehicle
L001434,C012285,1327327,11.09,24,2022-02-01,2022-03-01,2024-02-01,Closed,23407,48250,Vehicle
L001435,C067274,465400,8.81,12,2020-11-08,2020-12-08,2021-11-08,Active,0,49337,Property
L001436,C042219,1695549,13.87,48,2024-05-18,2024-06-18,2028-05-18,Closed,7801,32831,Property
L001437,C006452,1170205,7.74,24,2022-07-03,2022-08-03,2024-07-03,Overdue,0,80931,Property
L001438,C045511,4044820,11.9,60,2020-05-14,2020-06-14,2025-05-14,Overdue,0,55067,Vehicle
L001439,C048376,4628230,11.37,48,2023-05-19,2023-06-19,2027-05-19,Overdue,0,85041,None
L001440,C031069,3111854,13.77,36,2022-03-24,2022-04-24,2025-03-24,Overdue,38746,10627,Vehicle
L001441,C050257,3850027,13.73,48,2020-04-18,2020-05-18,2024-04-18,Overdue,0,79698,None
L001442,C026389,3615541,10.83,24,2021-01-04,2021-02-04,2023-01-04,Closed,32259,7182,Vehicle
L001443,C011877,360582,13.17,24,2024-12-05,2025-01-05,2026-12-05,Active,20547,5766,Vehicle
L001444,C049378,675738,11.18,60,2020-07-23,2020-08-23,2025-07-23,Closed,0,2898,Property
L001445,C001405,3728723,14.47,12,2020-01-24,2020-02-24,2021-01-24,Closed,0,67914,Property
L001446,C004081,269603,7.07,60,2022-02-18,2022-03-18,2027-02-18,Overdue,18382,17653,Property
L001447,C029655,2547759,10.85,36,2023-04-23,2023-05-23,2026-04-23,Overdue,0,29898,Property
L001448,C034120,2996775,10.82,12,2020-05-13,2020-06-13,2021-05-13,Overdue,0,38144,Vehicle
L001449,C001108,1418413,10.47,36,2021-06-19,2021-07-19,2024-06-19,Overdue,6547,39468,None
L001450,C042053,2468853,7.84,36,2022-11-03,2022-12-03,2025-11-03,Closed,0,11524,None
L001451,C053782,4606819,14.94,48,2020-10-11,2020-11-11,2024-10-11,Active,0,21607,None
L001452,C054012,1358244,14.92,24,2020-08-02,2020-09-02,2022-08-02,Closed,0,91459,Vehicle
L001453,C044358,4727906,9.06,60,2021-12-14,2022-01-14,2026-12-14,Active,0,84596,None
L001454,C022476,3570263,14.8,60,2023-08-20,2023-09-20,2028-08-20,Closed,4059,69428,Property
L001455,C047559,4911752,8.47,48,2022-08-29,2022-09-29,2026-08-29,Active,39971,48376,Vehicle
L001456,C029795,1365262,9.76,24,2020-04-10,2020-05-10,2022-04-10,Active,30877,35922,None
L001457,C016229,3213449,11.05,24,2024-11-26,2024-12-26,2026-11-26,Closed,0,51133,Property
L001458,C062685,138091,12.01,48,2023-11-30,2023-12-30,2027-11-30,Overdue,19207,34275,None
L001459,C032284,4596902,8.61,48,2024-05-03,2024-06-03,2028-05-03,Overdue,0,98238,None
L001460,C069986,4961535,9.75,12,2022-01-03,2022-02-03,2023-01-03,Overdue,11313,54457,Property
L001461,C030866,1984443,10.11,60,2022-03-25,2022-04-25,2027-03-25,Active,26119,69338,Property
L001462,C031237,2498855,7.9,12,2020-01-16,2020-02-16,2021-01-16,Active,0,55676,Vehicle
L001463,C036945,2147463,12.0,24,2020-04-24,2020-05-24,2022-04-24,Active,0,59348,None
L001464,C022778,2733776,12.05,48,2020-02-07,2020-03-07,2024-02-07,Overdue,5253,18492,Vehicle
L001465,C001760,3465405,13.13,24,2020-06-26,2020-07-26,2022-06-26,Overdue,0,44855,Property
L001466,C048556,1739351,13.08,48,2020-08-25,2020-09-25,2024-08-25,Overdue,0,67070,None
L001467,C044955,4508683,13.16,36,2022-08-11,2022-09-11,2025-08-11,Active,0,33977,Property
L001468,C028405,3118586,7.25,36,2020-08-03,2020-09-03,2023-08-03,Overdue,45225,55817,None
L001469,C020951,4746632,10.4,12,2023-11-04,2023-12-04,2024-11-04,Overdue,0,5134,None
L001470,C057796,1741363,14.94,48,2020-11-17,2020-12-17,2024-11-17,Closed,0,45749,None
L001471,C030287,2520525,9.55,24,2023-08-16,2023-09-16,2025-08-16,Closed,0,96576,None
L001472,C062613,3180585,7.43,12,2020-10-29,2020-11-29,2021-10-29,Closed,0,30299,None
L001473,C015849,4772589,7.91,12,2022-07-23,2022-08-23,2023-07-23,Active,18170,31420,Property
L001474,C011343,1869706,10.67,36,2022-11-22,2022-12-22,2025-11-22,Closed,0,77453,Property
L001475,C034123,3886098,9.61,60,2023-06-05,2023-07-05,2028-06-05,Overdue,0,69303,Vehicle
L001476,C058388,1956372,9.38,36,2024-05-23,2024-06-23,2027-05-23,Closed,6142,28773,Vehicle
L001477,C038786,3299981,9.59,60,2020-02-02,2020-03-02,2025-02-02,Closed,4975,51439,None
L001478,C034732,2262655,8.74,48,2023-06-27,2023-07-27,2027-06-27,Overdue,0,23480,Property
L001479,C006812,3675357,12.04,12,2021-03-16,2021-04-16,2022-03-16,Active,35086,43468,Property
L001480,C068058,1770628,10.34,24,2021-06-17,2021-07-17,2023-06-17,Overdue,33800,61491,Property
L001481,C044867,3229082,13.52,60,2021-03-30,2021-04-30,2026-03-30,Closed,0,51067,Property
L001482,C032532,4807544,10.83,36,2024-11-12,2024-12-12,2027-11-12,Overdue,0,81405,Vehicle
L001483,C030839,4187652,8.96,12,2020-07-22,2020-08-22,2021-07-22,Active,0,5041,None
L001484,C009229,1524332,8.22,48,2020-08-01,2020-09-01,2024-08-01,Overdue,21639,66656,None
L001485,C057012,4630197,12.18,48,2020-09-03,2020-10-03,2024-09-03,Closed,0,50316,Property
L001486,C004444,4368528,11.42,36,2024-03-18,2024-04-18,2027-03-18,Closed,8004,36947,Property
L001487,C049496,4556816,8.92,60,2022-08-14,2022-09-14,2027-08-14,Active,0,64440,Vehicle
L001488,C058985,1453387,13.34,48,2021-07-23,2021-08-23,2025-07-23,Overdue,40375,82489,Property
L001489,C051635,1514282,14.96,48,2023-07-04,2023-08-04,2027-07-04,Overdue,0,46807,None
L001490,C037738,2938012,7.99,48,2020-12-17,2021-01-17,2024-12-17,Overdue,0,79166,Vehicle
L001491,C011889,4659064,14.5,36,2021-07-11,2021-08-11,2024-07-11,Closed,0,96314,None
L001492,C058436,2221032,12.58,36,2019-12-31,2020-01-31,2022-12-31,Active,0,71201,Property
L001493,C059590,855539,7.03,60,2021-11-09,2021-12-09,2026-11-09,Closed,49487,55219,None
L001494,C068084,3036584,7.94,24,2021-10-27,2021-11-27,2023-10-27,Closed,0,20729,Vehicle
L001495,C033574,4377679,7.8,48,2022-06-07,2022-07-07,2026-06-07,Active,45229,15862,Vehicle
L001496,C062979,1134983,7.01,24,2023-11-24,2023-12-24,2025-11-24,Active,0,64237,Property
L001497,C041484,4959861,13.86,60,2021-11-29,2021-12-29,2026-11-29,Overdue,0,17921,Property
L001498,C043491,896898,7.3,48,2023-11-29,2023-12-29,2027-11-29,Overdue,45429,20020,Vehicle
L001499,C000660,2960603,11.32,36,2024-07-11,2024-08-11,2027-07-11,Overdue,0,41904,None
L001500,C039700,3153062,13.28,48,2023-08-02,2023-09-02,2027-08-02,Overdue,0,42329,None
L001501,C042043,1227792,7.7,60,2021-07-04,2021-08-04,2026-07-04,Active,0,25229,None
L001502,C049208,1323966,7.11,48,2022-12-03,2023-01-03,2026-12-03,Overdue,48267,6055,Vehicle
L001503,C007324,4353309,13.32,12,2022-04-28,2022-05-28,2023-04-28,Closed,6768,46114,Property
L001504,C024301,4000196,11.19,36,2023-07-10,2023-08-10,2026-07-10,Active,0,43534,None
L001505,C034260,2049765,10.44,24,2022-09-15,2022-10-15,2024-09-15,Active,32277,54407,None
L001506,C032260,430583,12.79,48,2022-11-22,2022-12-22,2026-11-22,Overdue,0,87122,Vehicle
L001507,C058365,482108,10.27,24,2022-11-28,2022-12-28,2024-11-28,Overdue,11317,99979,Vehicle
L001508,C033776,1190302,14.05,60,2022-10-31,2022-11-30,2027-10-31,Overdue,0,48280,None
L001509,C008735,897904,7.16,12,2023-05-07,2023-06-07,2024-05-07,Closed,0,96326,None
