Application_ID,Loan_ID,Customer_ID,Application_Date,Approval_Date,Loan_Purpose,Source_Channel,Processing_Fee,Approval_Status,Rejection_Reason
A003485,L003485,C003485,2021-05-16,2020-01-24,Education,Online,8693,Approved,None
A003486,L003486,C003486,2020-10-04,2024-12-15,Education,Online,9033,Approved,None
A003487,L003487,C003487,2020-01-07,2020-06-01,Personal,Agent,8219,Approved,None
A003488,L003488,C003488,2021-01-04,2021-03-16,Home Renovation,Online,2774,Approved,None
A003489,L003489,C003489,2021-07-16,2024-12-10,Vehicle,Online,9087,Approved,None
A003490,L003490,C003490,2019-09-22,2020-02-03,Home Renovation,Online,4374,Approved,None
A003491,L003491,C003491,2021-05-14,2022-03-27,Education,Online,7838,Approved,None
A003492,L003492,C003492,2024-08-20,2020-04-07,Home Renovation,Online,8427,Approved,None
A003493,L003493,C003493,2022-09-04,2021-12-12,Education,Agent,8802,Approved,None
A003494,L003494,C003494,2020-06-20,2024-05-18,Education,Online,2367,Approved,None
A003495,L003495,C003495,2023-07-21,2024-01-30,Business,Online,4174,Approved,None
A003496,L003496,C003496,2023-10-28,2021-09-12,Vehicle,Online,7693,Approved,None
A003497,L003497,C003497,2022-09-18,2020-08-29,Vehicle,Online,8358,Approved,None
A003498,L003498,C003498,2019-09-23,2022-05-20,Business,Branch,8361,Approved,None
A003499,L003499,C003499,2019-02-09,2024-05-23,Home Renovation,Branch,6068,Approved,None
A003500,L003500,C003500,2022-10-09,2022-09-17,Education,Agent,1091,Approved,None
A003501,L003501,C003501,2022-01-17,2024-04-03,Education,Agent,1833,Approved,None
A003502,L003502,C003502,2020-04-24,2024-08-01,Vehicle,Online,3523,Approved,None
A003503,L003503,C003503,2020-12-23,2022-04-25,Business,Agent,9603,Approved,None
A003504,L003504,C003504,2021-08-09,2024-07-27,Home Renovation,Online,8832,Approved,None
A003505,L003505,C003505,2021-11-21,2021-12-11,Education,Online,6057,Approved,None
A003506,L003506,C003506,2023-12-26,2021-02-08,Personal,Branch,9233,Approved,None
A003507,L003507,C003507,2020-03-29,2024-04-30,Personal,Agent,549,Approved,None
A003508,L003508,C003508,2023-05-14,2024-12-28,Vehicle,Online,910,Approved,None
A003509,L003509,C003509,2024-06-16,2021-03-20,Personal,Online,2002,Approved,None
A003510,L003510,C003510,2024-11-24,2023-01-20,Business,Online,8241,Approved,None
A003511,L003511,C003511,2023-02-10,2023-12-19,Business,Online,6418,Approved,None
A003512,L003512,C003512,2023-01-19,2022-06-02,Home Renovation,Online,8120,Approved,None
A003513,L003513,C003513,2020-08-21,2020-06-07,Education,Online,767,Approved,None
A003514,L003514,C003514,2022-01-02,2020-01-20,Vehicle,Agent,2225,Approved,None
A003515,L003515,C003515,2024-04-12,2022-10-06,Vehicle,Branch,501,Approved,None
A003516,L003516,C003516,2023-07-20,2023-09-28,Education,Agent,770,Approved,None
A003517,L003517,C003517,2022-11-05,2023-07-22,Education,Agent,9897,Approved,None
A003518,L003518,C003518,2021-12-19,2020-02-27,Business,Branch,1130,Approved,None
A003519,L003519,C003519,2021-07-15,2021-04-21,Personal,Online,1920,Approved,None
A003520,L003520,C003520,2022-12-16,2023-10-15,Education,Branch,1275,Approved,None
A003521,L003521,C003521,2024-11-28,2023-02-03,Home Renovation,Branch,7450,Approved,None
A003522,L003522,C003522,2019-11-11,2024-11-27,Education,Agent,5816,Approved,None
A003523,L003523,C003523,2023-08-14,2021-12-24,Education,Agent,844,Approved,None
A003524,L003524,C003524,2020-02-21,2021-02-20,Business,Branch,3101,Approved,None
A003525,L003525,C003525,2022-03-04,2021-01-17,Business,Agent,7434,Approved,None
A003526,L003526,C003526,2021-06-09,2022-07-01,Personal,Online,1835,Approved,None
A003527,L003527,C003527,2020-11-25,2021-06-29,Personal,Branch,6099,Approved,None
A003528,L003528,C003528,2019-01-22,2024-11-04,Business,Agent,5323,Approved,None
A003529,L003529,C003529,2020-10-07,2021-02-22,Personal,Branch,6455,Approved,None
A003530,L003530,C003530,2021-07-26,2022-05-06,Vehicle,Online,1374,Approved,None
A003531,L003531,C003531,2022-11-07,2022-10-28,Vehicle,Agent,2362,Approved,None
A003532,L003532,C003532,2022-11-29,2022-06-12,Vehicle,Online,7360,Approved,None
A003533,L003533,C003533,2024-02-05,2021-03-20,Education,Agent,7715,Approved,None
A003534,L003534,C003534,2024-10-21,2024-07-07,Personal,Agent,1235,Approved,None
A003535,L003535,C003535,2022-02-25,2021-06-28,Personal,Online,9477,Approved,None
A003536,L003536,C003536,2024-02-07,2022-12-15,Business,Branch,6403,Approved,None
A003537,L003537,C003537,2022-08-09,2021-08-06,Education,Online,9485,Approved,None
A003538,L003538,C003538,2022-10-19,2021-11-15,Education,Online,1521,Approved,None
A003539,L003539,C003539,2020-11-01,2020-11-29,Education,Agent,5744,Approved,None
A003540,L003540,C003540,2020-08-05,2024-04-03,Vehicle,Agent,7588,Approved,None
A003541,L003541,C003541,2020-08-29,2022-02-12,Business,Agent,2377,Approved,None
A003542,L003542,C003542,2020-04-11,2023-10-10,Business,Branch,6308,Approved,None
A003543,L003543,C003543,2024-10-23,2024-03-06,Vehicle,Agent,3928,Approved,None
A003544,L003544,C003544,2022-04-16,2020-07-24,Home Renovation,Branch,3869,Approved,None
A003545,L003545,C003545,2022-04-03,2024-07-12,Education,Agent,7444,Approved,None
A003546,L003546,C003546,2024-07-02,2023-10-27,Personal,Agent,6387,Approved,None
A003547,L003547,C003547,2019-03-11,2024-12-29,Personal,Online,9489,Approved,None
A003548,L003548,C003548,2023-08-03,2023-01-18,Vehicle,Branch,9546,Approved,None
A003549,L003549,C003549,2024-06-08,2022-11-22,Vehicle,Branch,580,Approved,None
A003550,L003550,C003550,2021-11-01,2024-04-27,Business,Online,2927,Approved,None
A003551,L003551,C003551,2022-03-31,2021-09-14,Home Renovation,Agent,4806,Approved,None
A003552,L003552,C003552,2019-01-15,2023-03-31,Home Renovation,Branch,4500,Approved,None
A003553,L003553,C003553,2023-06-27,2021-01-26,Vehicle,Agent,2605,Approved,None
A003554,L003554,C003554,2022-05-27,2024-03-22,Education,Branch,6756,Approved,None
A003555,L003555,C003555,2020-09-14,2021-03-29,Personal,Agent,2883,Approved,None
A003556,L003556,C003556,2019-03-03,2021-06-12,Business,Branch,7679,Approved,None
A003557,L003557,C003557,2021-02-05,2022-07-27,Vehicle,Branch,2017,Approved,None
A003558,L003558,C003558,2022-05-06,2021-07-14,Personal,Online,8612,Approved,None
A003559,L003559,C003559,2024-02-20,2020-08-15,Business,Agent,7518,Approved,None
A003560,L003560,C003560,2021-01-24,2024-01-05,Education,Branch,6082,Approved,None
A003561,L003561,C003561,2022-08-01,2023-04-22,Vehicle,Agent,1390,Approved,None
A003562,L003562,C003562,2021-11-22,2023-12-15,Education,Branch,4765,Approved,None
A003563,L003563,C003563,2022-07-29,2021-08-30,Personal,Branch,7704,Approved,None
A003564,L003564,C003564,2024-04-10,2020-04-15,Personal,Online,9777,Approved,None
A003565,L003565,C003565,2023-02-19,2024-12-22,Business,Online,5781,Approved,None
A003566,L003566,C003566,2021-03-08,2021-11-23,Education,Agent,9239,Approved,None
A003567,L003567,C003567,2023-06-05,2023-04-09,Personal,Branch,2372,Approved,None
A003568,L003568,C003568,2022-06-02,2022-10-17,Personal,Agent,5070,Approved,None
A003569,L003569,C003569,2024-08-31,2021-08-31,Vehicle,Online,9386,Approved,None
A003570,L003570,C003570,2024-05-11,2021-07-26,Home Renovation,Online,6540,Approved,None
A003571,L003571,C003571,2022-12-15,2023-09-24,Vehicle,Agent,9557,Approved,None
A003572,L003572,C003572,2022-10-09,2021-10-22,Business,Online,5094,Approved,None
A003573,L003573,C003573,2022-01-29,2022-03-10,Vehicle,Agent,4181,Approved,None
A003574,L003574,C003574,2022-04-04,2021-05-26,Business,Branch,2418,Approved,None
A003575,L003575,C003575,2023-12-03,2020-11-09,Home Renovation,Branch,6676,Approved,None
A003576,L003576,C003576,2022-10-01,2022-05-22,Business,Branch,6779,Approved,None
A003577,L003577,C003577,2019-10-28,2020-12-08,Education,Online,2575,Approved,None
A003578,L003578,C003578,2020-07-02,2022-02-15,Personal,Branch,5190,Approved,None
A003579,L003579,C003579,2022-07-03,2023-07-07,Personal,Online,3611,Approved,None
A003580,L003580,C003580,2019-02-24,2024-05-09,Business,Online,7518,Approved,None
A003581,L003581,C003581,2022-08-15,2022-08-18,Home Renovation,Branch,6581,Approved,None
A003582,L003582,C003582,2021-12-16,2023-06-01,Home Renovation,Online,2162,Approved,None
A003583,L003583,C003583,2019-11-20,2024-02-03,Home Renovation,Online,4623,Approved,None
A003584,L003584,C003584,2021-07-28,2024-02-18,Home Renovation,Agent,7739,Approved,None
A003585,L003585,C003585,2023-06-24,2023-11-12,Education,Branch,5873,Approved,None
A003586,L003586,C003586,2021-09-30,2022-03-12,Vehicle,Agent,3395,Approved,None
A003587,L003587,C003587,2024-08-25,2022-11-10,Personal,Branch,7792,Approved,None
A003588,L003588,C003588,2020-05-21,2020-09-04,Personal,Agent,3168,Approved,None
A003589,L003589,C003589,2020-01-10,2021-08-25,Home Renovation,Branch,8656,Approved,None
A003590,L003590,C003590,2024-06-05,2024-12-09,Home Renovation,Online,9386,Approved,None
A003591,L003591,C003591,2023-07-11,2021-12-23,Business,Branch,8068,Approved,None
A003592,L003592,C003592,2022-12-16,2022-09-08,Education,Agent,3965,Approved,None
A003593,L003593,C003593,2020-08-08,2020-12-11,Business,Agent,1967,Approved,None
A003594,L003594,C003594,2020-03-28,2022-06-03,Personal,Branch,6170,Approved,None
A003595,L003595,C003595,2019-01-19,2024-01-11,Education,Agent,7141,Approved,None
A003596,L003596,C003596,2022-06-12,2020-05-01,Vehicle,Online,8260,Approved,None
A003597,L003597,C003597,2024-07-13,2023-08-08,Home Renovation,Online,8970,Approved,None
A003598,L003598,C003598,2024-02-06,2020-03-20,Business,Online,6701,Approved,None
A003599,L003599,C003599,2021-05-31,2021-03-13,Home Renovation,Online,8795,Approved,None
A003600,L003600,C003600,2022-06-05,2023-01-21,Personal,Agent,8598,Approved,None
A003601,L003601,C003601,2020-03-23,2021-01-05,Vehicle,Online,9738,Approved,None
A003602,L003602,C003602,2019-10-10,2022-03-20,Education,Branch,4099,Approved,None
A003603,L003603,C003603,2022-09-29,2023-03-28,Home Renovation,Branch,4932,Approved,None
A003604,L003604,C003604,2019-10-30,2023-02-12,Home Renovation,Branch,5200,Approved,None
A003605,L003605,C003605,2020-01-18,2021-07-18,Education,Agent,6991,Approved,None
A003606,L003606,C003606,2023-08-24,2022-12-24,Education,Agent,2076,Approved,None
A003607,L003607,C003607,2023-09-08,2024-08-14,Vehicle,Agent,2825,Approved,None
A003608,L003608,C003608,2019-10-28,2023-09-28,Business,Online,4756,Approved,None
A003609,L003609,C003609,2020-06-16,2023-05-16,Education,Online,7333,Approved,None
A003610,L003610,C003610,2022-10-20,2020-04-01,Business,Branch,9888,Approved,None
A003611,L003611,C003611,2023-08-05,2022-06-08,Business,Online,735,Approved,None
A003612,L003612,C003612,2022-01-20,2023-10-10,Vehicle,Branch,8126,Approved,None
A003613,L003613,C003613,2022-06-27,2024-12-23,Home Renovation,Branch,7179,Approved,None
A003614,L003614,C003614,2019-01-03,2022-03-23,Education,Agent,9259,Approved,None
A003615,L003615,C003615,2024-07-16,2024-01-12,Personal,Agent,7542,Approved,None
A003616,L003616,C003616,2024-05-09,2023-12-02,Vehicle,Agent,2680,Approved,None
A003617,L003617,C003617,2023-11-22,2022-07-12,Business,Online,4085,Approved,None
A003618,L003618,C003618,2020-06-07,2022-06-28,Education,Agent,3952,Approved,None
A003619,L003619,C003619,2022-04-30,2021-07-09,Home Renovation,Branch,3520,Approved,None
A003620,L003620,C003620,2022-06-24,2023-09-03,Vehicle,Branch,7692,Approved,None
A003621,L003621,C003621,2023-06-12,2024-08-11,Home Renovation,Branch,4252,Approved,None
A003622,L003622,C003622,2023-06-26,2020-10-04,Business,Online,6896,Approved,None
A003623,L003623,C003623,2021-06-05,2021-12-04,Vehicle,Online,3965,Approved,None
A003624,L003624,C003624,2023-12-16,2021-12-15,Home Renovation,Branch,6514,Approved,None
A003625,L003625,C003625,2019-03-31,2021-11-15,Vehicle,Branch,9758,Approved,None
A003626,L003626,C003626,2019-04-13,2023-04-09,Business,Branch,6224,Approved,None
A003627,L003627,C003627,2023-08-08,2022-11-25,Education,Branch,8226,Approved,None
A003628,L003628,C003628,2024-12-19,2023-12-10,Home Renovation,Branch,3804,Approved,None
A003629,L003629,C003629,2019-12-31,2020-06-03,Education,Online,2086,Approved,None
A003630,L003630,C003630,2022-07-05,2024-04-30,Home Renovation,Online,3382,Approved,None
A003631,L003631,C003631,2019-08-13,2021-11-09,Personal,Agent,8192,Approved,None
A003632,L003632,C003632,2023-12-18,2024-10-24,Personal,Online,7855,Approved,None
A003633,L003633,C003633,2021-07-08,2021-06-29,Business,Agent,8833,Approved,None
A003634,L003634,C003634,2020-11-29,2020-10-21,Business,Branch,909,Approved,None
A003635,L003635,C003635,2021-10-16,2024-08-27,Education,Agent,3726,Approved,None
A003636,L003636,C003636,2019-08-19,2020-10-08,Home Renovation,Agent,8262,Approved,None
A003637,L003637,C003637,2019-08-19,2020-03-26,Home Renovation,Agent,8044,Approved,None
A003638,L003638,C003638,2021-10-13,2021-04-29,Business,Online,9410,Approved,None
A003639,L003639,C003639,2022-07-19,2021-07-21,Personal,Agent,8079,Approved,None
A003640,L003640,C003640,2022-12-11,2020-05-27,Home Renovation,Online,8914,Approved,None
A003641,L003641,C003641,2024-07-30,2020-09-04,Vehicle,Agent,7040,Approved,None
A003642,L003642,C003642,2023-12-01,2023-02-03,Education,Branch,6620,Approved,None
A003643,L003643,C003643,2021-07-10,2024-04-18,Personal,Branch,1981,Approved,None
A003644,L003644,C003644,2024-03-17,2023-03-10,Personal,Online,6266,Approved,None
A003645,L003645,C003645,2020-07-29,2022-10-12,Home Renovation,Online,4751,Approved,None
A003646,L003646,C003646,2021-03-17,2022-04-24,Vehicle,Agent,543,Approved,None
A003647,L003647,C003647,2024-10-24,2023-07-25,Business,Online,1987,Approved,None
A003648,L003648,C003648,2022-09-26,2023-11-26,Business,Branch,6829,Approved,None
A003649,L003649,C003649,2022-12-08,2022-05-29,Vehicle,Agent,8244,Approved,None
A003650,L003650,C003650,2024-07-28,2024-08-04,Vehicle,Branch,5528,Approved,None
A003651,L003651,C003651,2024-02-25,2022-10-04,Home Renovation,Branch,3763,Approved,None
A003652,L003652,C003652,2020-02-21,2020-03-12,Education,Branch,660,Approved,None
A003653,L003653,C003653,2024-09-19,2022-06-14,Business,Online,977,Approved,None
A003654,L003654,C003654,2019-11-15,2020-03-15,Personal,Online,5162,Approved,None
A003655,L003655,C003655,2019-10-20,2023-11-15,Vehicle,Branch,8194,Approved,None
A003656,L003656,C003656,2024-11-21,2022-09-11,Personal,Online,5671,Approved,None
A003657,L003657,C003657,2020-01-22,2023-01-05,Education,Online,2066,Approved,None
A003658,L003658,C003658,2022-04-20,2022-04-20,Vehicle,Agent,9357,Approved,None
A003659,L003659,C003659,2019-07-04,2022-10-24,Personal,Branch,9462,Approved,None
A003660,L003660,C003660,2022-04-20,2020-02-27,Personal,Branch,8858,Approved,None
A003661,L003661,C003661,2024-11-03,2020-03-14,Business,Online,4674,Approved,None
A003662,L003662,C003662,2019-09-01,2020-06-23,Personal,Agent,5222,Approved,None
A003663,L003663,C003663,2023-05-21,2021-01-27,Vehicle,Branch,8388,Approved,None
A003664,L003664,C003664,2020-01-15,2024-07-30,Personal,Branch,3284,Approved,None
A003665,L003665,C003665,2024-02-12,2023-06-12,Home Renovation,Agent,4377,Approved,None
A003666,L003666,C003666,2020-08-21,2022-03-18,Education,Branch,3325,Approved,None
A003667,L003667,C003667,2019-04-15,2020-04-22,Vehicle,Agent,6459,Approved,None
A003668,L003668,C003668,2020-11-14,2024-03-18,Home Renovation,Online,7336,Approved,None
A003669,L003669,C003669,2020-06-01,2021-02-16,Personal,Online,9257,Approved,None
A003670,L003670,C003670,2019-05-05,2023-02-08,Business,Online,2415,Approved,None
A003671,L003671,C003671,2021-04-09,2024-12-12,Education,Agent,1567,Approved,None
A003672,L003672,C003672,2020-01-03,2022-02-14,Business,Online,8021,Approved,None
A003673,L003673,C003673,2019-01-12,2020-01-24,Home Renovation,Branch,8632,Approved,None
A003674,L003674,C003674,2019-02-24,2021-06-12,Home Renovation,Branch,7367,Approved,None
A003675,L003675,C003675,2022-01-14,2023-02-04,Education,Branch,6045,Approved,None
A003676,L003676,C003676,2021-02-19,2021-06-18,Home Renovation,Agent,7139,Approved,None
A003677,L003677,C003677,2022-10-26,2021-01-10,Home Renovation,Agent,1818,Approved,None
A003678,L003678,C003678,2022-12-24,2021-04-29,Personal,Branch,6759,Approved,None
A003679,L003679,C003679,2021-07-01,2024-02-27,Education,Online,6167,Approved,None
A003680,L003680,C003680,2023-07-05,2024-12-30,Business,Online,9857,Approved,None
A003681,L003681,C003681,2021-07-02,2021-05-12,Business,Branch,633,Approved,None
A003682,L003682,C003682,2022-11-19,2024-10-08,Business,Agent,1726,Approved,None
A003683,L003683,C003683,2023-11-24,2023-11-16,Personal,Online,1005,Approved,None
A003684,L003684,C003684,2019-05-20,2021-09-14,Home Renovation,Agent,3749,Approved,None
A003685,L003685,C003685,2021-10-24,2024-11-18,Vehicle,Agent,1751,Approved,None
A003686,L003686,C003686,2020-04-24,2020-03-11,Business,Online,3227,Approved,None
A003687,L003687,C003687,2019-09-21,2024-11-26,Business,Branch,9699,Approved,None
A003688,L003688,C003688,2020-10-07,2024-01-23,Home Renovation,Online,1771,Approved,None
A003689,L003689,C003689,2023-04-22,2024-04-04,Vehicle,Agent,790,Approved,None
A003690,L003690,C003690,2021-09-15,2020-02-17,Personal,Branch,4292,Approved,None
A003691,L003691,C003691,2024-06-30,2021-11-03,Home Renovation,Branch,6348,Approved,None
A003692,L003692,C003692,2019-11-09,2021-11-30,Business,Agent,688,Approved,None
A003693,L003693,C003693,2023-02-25,2024-02-18,Home Renovation,Agent,4813,Approved,None
A003694,L003694,C003694,2019-04-06,2021-02-11,Business,Online,3843,Approved,None
A003695,L003695,C003695,2019-02-05,2021-04-20,Vehicle,Agent,6907,Approved,None
A003696,L003696,C003696,2020-04-02,2020-03-11,Education,Branch,7054,Approved,None
A003697,L003697,C003697,2024-08-30,2021-09-16,Home Renovation,Online,6705,Approved,None
A003698,L003698,C003698,2019-11-11,2024-02-02,Vehicle,Agent,1369,Approved,None
A003699,L003699,C003699,2023-08-02,2020-08-27,Vehicle,Online,9045,Approved,None
A003700,L003700,C003700,2023-03-26,2023-03-01,Home Renovation,Branch,1758,Approved,None
A003701,L003701,C003701,2019-05-26,2023-01-16,Education,Agent,8175,Approved,None
A003702,L003702,C003702,2022-01-05,2020-06-18,Education,Branch,3113,Approved,None
A003703,L003703,C003703,2019-10-18,2021-12-27,Education,Agent,6174,Approved,None
A003704,L003704,C003704,2021-03-09,2022-10-26,Home Renovation,Online,9061,Approved,None
A003705,L003705,C003705,2023-08-31,2022-12-29,Business,Branch,2107,Approved,None
A003706,L003706,C003706,2024-09-13,2022-08-22,Home Renovation,Branch,9216,Approved,None
A003707,L003707,C003707,2023-09-02,2021-09-28,Business,Agent,4233,Approved,None
A003708,L003708,C003708,2023-10-18,2023-01-10,Home Renovation,Branch,6642,Approved,None
A003709,L003709,C003709,2022-09-26,2023-05-10,Education,Agent,4612,Approved,None
A003710,L003710,C003710,2023-04-27,2020-07-25,Home Renovation,Agent,7634,Approved,None
A003711,L003711,C003711,2023-11-05,2020-12-30,Vehicle,Branch,6792,Approved,None
A003712,L003712,C003712,2019-08-31,2021-12-03,Home Renovation,Branch,3536,Approved,None
A003713,L003713,C003713,2024-10-05,2020-07-15,Education,Agent,7644,Approved,None
A003714,L003714,C003714,2020-03-11,2020-02-22,Education,Branch,4338,Approved,None
A003715,L003715,C003715,2019-04-05,2023-11-24,Vehicle,Branch,1594,Approved,None
A003716,L003716,C003716,2019-05-21,2023-11-21,Business,Agent,2584,Approved,None
A003717,L003717,C003717,2021-10-05,2021-02-20,Personal,Agent,7712,Approved,None
A003718,L003718,C003718,2024-02-07,2021-05-12,Vehicle,Agent,5624,Approved,None
A003719,L003719,C003719,2024-08-05,2021-07-25,Personal,Agent,1676,Approved,None
A003720,L003720,C003720,2022-02-10,2021-08-03,Business,Online,4571,Approved,None
A003721,L003721,C003721,2021-05-21,2021-02-19,Personal,Agent,2697,Approved,None
A003722,L003722,C003722,2023-04-06,2023-11-18,Business,Online,6333,Approved,None
A003723,L003723,C003723,2024-07-22,2021-07-13,Vehicle,Agent,7811,Approved,None
A003724,L003724,C003724,2023-03-24,2021-03-17,Vehicle,Online,9742,Approved,None
A003725,L003725,C003725,2022-09-06,2024-04-18,Business,Agent,8187,Approved,None
A003726,L003726,C003726,2022-03-11,2022-05-26,Vehicle,Branch,3412,Approved,None
A003727,L003727,C003727,2021-04-04,2021-06-19,Personal,Online,523,Approved,None
A003728,L003728,C003728,2023-03-26,2020-07-27,Business,Branch,7638,Approved,None
A003729,L003729,C003729,2021-04-10,2022-10-15,Education,Agent,8144,Approved,None
A003730,L003730,C003730,2019-08-31,2022-10-19,Vehicle,Branch,4515,Approved,None
A003731,L003731,C003731,2020-04-09,2021-09-10,Personal,Online,9430,Approved,None
A003732,L003732,C003732,2023-08-21,2024-10-10,Business,Online,6138,Approved,None
A003733,L003733,C003733,2021-11-25,2021-05-02,Education,Branch,4666,Approved,None
A003734,L003734,C003734,2021-07-17,2024-05-21,Home Renovation,Branch,2532,Approved,None
A003735,L003735,C003735,2023-09-03,2024-06-01,Personal,Agent,6861,Approved,None
A003736,L003736,C003736,2023-03-10,2021-04-02,Home Renovation,Online,7037,Approved,None
A003737,L003737,C003737,2020-02-01,2021-08-20,Business,Branch,2614,Approved,None
A003738,L003738,C003738,2022-12-26,2023-04-11,Personal,Online,8288,Approved,None
A003739,L003739,C003739,2020-01-24,2022-09-10,Vehicle,Online,4511,Approved,None
A003740,L003740,C003740,2022-03-02,2020-12-31,Vehicle,Online,3147,Approved,None
A003741,L003741,C003741,2022-05-25,2024-12-23,Vehicle,Branch,2923,Approved,None
A003742,L003742,C003742,2024-03-20,2021-05-09,Business,Online,9373,Approved,None
A003743,L003743,C003743,2021-04-19,2020-02-22,Education,Branch,4274,Approved,None
A003744,L003744,C003744,2023-09-15,2020-10-01,Home Renovation,Agent,7037,Approved,None
A003745,L003745,C003745,2020-02-17,2020-08-14,Home Renovation,Branch,9429,Approved,None
A003746,L003746,C003746,2024-01-16,2023-04-22,Personal,Branch,8846,Approved,None
A003747,L003747,C003747,2022-09-24,2020-04-14,Education,Online,1230,Approved,None
A003748,L003748,C003748,2019-01-21,2021-05-08,Home Renovation,Agent,3167,Approved,None
A003749,L003749,C003749,2024-11-04,2021-12-26,Education,Agent,7310,Approved,None
A003750,L003750,C003750,2019-12-27,2020-03-03,Business,Agent,8103,Approved,None
A003751,L003751,C003751,2020-04-12,2024-08-31,Business,Branch,9736,Approved,None
A003752,L003752,C003752,2021-10-30,2021-10-25,Vehicle,Branch,6362,Approved,None
A003753,L003753,C003753,2023-11-10,2021-11-16,Business,Branch,2704,Approved,None
A003754,L003754,C003754,2022-02-18,2024-06-09,Home Renovation,Online,6115,Approved,None
A003755,L003755,C003755,2020-12-16,2020-10-31,Home Renovation,Branch,1415,Approved,None
A003756,L003756,C003756,2020-03-10,2023-11-29,Home Renovation,Online,6577,Approved,None
A003757,L003757,C003757,2023-02-08,2022-03-11,Home Renovation,Agent,682,Approved,None
A003758,L003758,C003758,2022-09-08,2021-11-09,Education,Online,959,Approved,None
A003759,L003759,C003759,2019-04-17,2022-11-16,Home Renovation,Agent,5065,Approved,None
A003760,L003760,C003760,2021-10-25,2023-10-06,Vehicle,Online,3767,Approved,None
A003761,L003761,C003761,2023-05-10,2021-01-02,Vehicle,Agent,8267,Approved,None
A003762,L003762,C003762,2019-10-14,2022-01-20,Home Renovation,Agent,7209,Approved,None
A003763,L003763,C003763,2019-06-11,2021-11-19,Personal,Branch,5612,Approved,None
A003764,L003764,C003764,2022-07-18,2023-03-25,Education,Branch,3707,Approved,None
A003765,L003765,C003765,2024-01-28,2023-11-16,Education,Branch,5255,Approved,None
A003766,L003766,C003766,2022-03-28,2024-01-18,Home Renovation,Agent,4006,Approved,None
A003767,L003767,C003767,2019-08-25,2022-07-07,Education,Online,3083,Approved,None
A003768,L003768,C003768,2024-09-11,2020-07-09,Home Renovation,Agent,7549,Approved,None
A003769,L003769,C003769,2019-03-31,2022-11-29,Education,Agent,7152,Approved,None
A003770,L003770,C003770,2019-12-22,2024-01-31,Personal,Branch,8401,Approved,None
A003771,L003771,C003771,2020-04-01,2020-05-19,Business,Online,9784,Approved,None
A003772,L003772,C003772,2019-01-30,2020-06-12,Personal,Online,6438,Approved,None
A003773,L003773,C003773,2022-05-25,2024-12-05,Vehicle,Agent,1201,Approved,None
A003774,L003774,C003774,2022-01-23,2024-08-12,Home Renovation,Agent,4252,Approved,None
A003775,L003775,C003775,2023-11-17,2024-09-20,Education,Online,2882,Approved,None
A003776,L003776,C003776,2022-10-13,2022-12-20,Personal,Branch,5254,Approved,None
A003777,L003777,C003777,2019-03-05,2020-05-02,Education,Agent,9857,Approved,None
A003778,L003778,C003778,2023-01-03,2023-08-04,Business,Online,3838,Approved,None
A003779,L003779,C003779,2022-03-22,2024-08-04,Education,Online,3727,Approved,None
A003780,L003780,C003780,2020-09-05,2022-06-03,Vehicle,Agent,2990,Approved,None
A003781,L003781,C003781,2024-04-17,2020-01-09,Vehicle,Branch,9248,Approved,None
A003782,L003782,C003782,2021-01-03,2020-09-04,Business,Branch,3196,Approved,None
A003783,L003783,C003783,2024-12-16,2021-12-22,Business,Agent,5579,Approved,None
A003784,L003784,C003784,2022-07-10,2023-07-19,Personal,Agent,8548,Approved,None
A003785,L003785,C003785,2021-08-07,2021-09-15,Business,Agent,6938,Approved,None
A003786,L003786,C003786,2019-12-02,2022-10-18,Business,Agent,1625,Approved,None
A003787,L003787,C003787,2021-06-20,2022-10-02,Personal,Branch,7761,Approved,None
A003788,L003788,C003788,2021-12-17,2024-03-31,Vehicle,Online,2527,Approved,None
A003789,L003789,C003789,2023-01-18,2022-08-16,Home Renovation,Branch,7459,Approved,None
A003790,L003790,C003790,2020-07-01,2023-02-11,Education,Branch,6004,Approved,None
A003791,L003791,C003791,2024-06-27,2022-10-04,Personal,Branch,9067,Approved,None
A003792,L003792,C003792,2022-12-16,2024-12-16,Education,Online,2750,Approved,None
A003793,L003793,C003793,2024-08-15,2023-03-12,Personal,Agent,5121,Approved,None
A003794,L003794,C003794,2020-01-03,2023-09-14,Home Renovation,Branch,2468,Approved,None
A003795,L003795,C003795,2021-04-20,2024-12-25,Vehicle,Online,4254,Approved,None
A003796,L003796,C003796,2019-11-15,2020-09-14,Vehicle,Agent,3238,Approved,None
A003797,L003797,C003797,2021-04-21,2023-08-23,Vehicle,Online,4554,Approved,None
A003798,L003798,C003798,2024-04-24,2020-05-13,Home Renovation,Agent,856,Approved,None
A003799,L003799,C003799,2022-11-20,2024-04-13,Vehicle,Agent,2709,Approved,None
A003800,L003800,C003800,2023-01-17,2023-06-11,Vehicle,Agent,1418,Approved,None
A003801,L003801,C003801,2023-05-01,2020-02-12,Vehicle,Online,5324,Approved,None
A003802,L003802,C003802,2024-10-18,2024-02-28,Vehicle,Branch,6510,Approved,None
A003803,L003803,C003803,2022-11-04,2024-01-20,Vehicle,Online,8083,Approved,None
A003804,L003804,C003804,2020-09-01,2024-04-15,Vehicle,Agent,7448,Approved,None
A003805,L003805,C003805,2021-06-14,2022-05-09,Business,Branch,3001,Approved,None
