Application_ID,Loan_ID,Customer_ID,Application_Date,Approval_Date,Loan_Purpose,Source_Channel,Processing_Fee,Approval_Status,Rejection_Reason
A009135,L009135,C009135,2021-04-20,2023-06-12,Home Renovation,Online,3744,Approved,
A009136,L009136,C009136,2020-02-18,2024-06-01,Business,Branch,2629,Approved,
A009137,L009137,C009137,2021-07-09,2020-07-11,Education,Online,2800,Approved,
A009138,L009138,C009138,2020-12-04,2021-07-14,Education,Agent,6953,Approved,
A009139,L009139,C009139,2022-03-24,2024-03-14,Education,Agent,1155,Approved,
A009140,L009140,C009140,2023-09-19,2020-09-22,Personal,Branch,6050,Approved,
A009141,L009141,C009141,2022-10-09,2020-11-08,Vehicle,Agent,6365,Approved,
A009142,L009142,C009142,2022-12-04,2023-05-08,Education,Branch,3854,Approved,
A009143,L009143,C009143,2020-07-04,2024-04-11,Vehicle,Agent,7467,Approved,
A009144,L009144,C009144,2024-04-22,2021-06-29,Vehicle,Online,8163,Approved,
A009145,L009145,C009145,2021-06-28,2022-07-23,Vehicle,Agent,1579,Approved,
A009146,L009146,C009146,2022-01-14,2021-08-09,Education,Agent,5991,Approved,
A009147,L009147,C009147,2021-03-11,2024-02-10,Education,Agent,5684,Approved,
A009148,L009148,C009148,2024-12-24,2020-01-11,Education,Online,7486,Approved,
A009149,L009149,C009149,2022-10-18,2022-08-26,Personal,Online,3427,Approved,
A009150,L009150,C009150,2023-09-29,2024-05-13,Personal,Online,7299,Approved,
A009151,L009151,C009151,2023-11-26,2022-05-08,Business,Branch,8765,Approved,
A009152,L009152,C009152,2024-07-30,2021-07-04,Home Renovation,Online,7876,Approved,
A009153,L009153,C009153,2021-04-01,2021-09-05,Vehicle,Agent,5031,Approved,
A009154,L009154,C009154,2019-12-13,2023-01-21,Personal,Online,8547,Approved,
A009155,L009155,C009155,2019-08-02,2020-08-31,Business,Branch,9103,Approved,
A009156,L009156,C009156,2022-09-13,2021-06-11,Education,Branch,5435,Approved,
A009157,L009157,C009157,2020-05-21,2020-10-01,Personal,Agent,8521,Approved,
A009158,L009158,C009158,2022-06-16,2021-07-21,Education,Online,6475,Approved,
A009159,L009159,C009159,2021-09-06,2023-06-16,Home Renovation,Branch,8482,Approved,
A009160,L009160,C009160,2019-02-01,2021-03-30,Home Renovation,Online,7530,Approved,
A009161,L009161,C009161,2021-05-25,2024-11-12,Vehicle,Agent,8652,Approved,
A009162,L009162,C009162,2022-11-17,2020-01-07,Vehicle,Branch,1420,Approved,
A009163,L009163,C009163,2021-06-28,2020-07-05,Home Renovation,Agent,6754,Approved,
A009164,L009164,C009164,2019-01-09,2022-06-24,Home Renovation,Branch,5960,Approved,
A009165,L009165,C009165,2020-04-30,2020-02-25,Business,Agent,3599,Approved,
A009166,L009166,C009166,2022-01-15,2023-08-18,Personal,Branch,2156,Approved,
A009167,L009167,C009167,2021-06-25,2022-07-12,Business,Agent,5920,Approved,
A009168,L009168,C009168,2020-10-17,2024-08-03,Education,Branch,3843,Approved,
A009169,L009169,C009169,2024-01-14,2024-01-18,Home Renovation,Online,827,Approved,
A009170,L009170,C009170,2022-08-15,2020-01-21,Vehicle,Branch,5252,Approved,
A009171,L009171,C009171,2019-04-23,2023-01-12,Personal,Online,6319,Approved,
A009172,L009172,C009172,2022-06-25,2020-07-09,Business,Branch,3832,Approved,
A009173,L009173,C009173,2021-08-18,2021-11-30,Home Renovation,Agent,2689,Approved,
A009174,L009174,C009174,2021-04-01,2022-03-26,Personal,Agent,4738,Approved,
A009175,L009175,C009175,2022-12-06,2021-06-23,Personal,Agent,791,Approved,
A009176,L009176,C009176,2024-04-08,2022-05-27,Personal,Branch,4440,Approved,
A009177,L009177,C009177,2023-08-07,2023-08-23,Personal,Branch,6925,Approved,
A009178,L009178,C009178,2021-09-25,2023-12-30,Home Renovation,Online,8245,Approved,
A009179,L009179,C009179,2021-07-02,2024-06-30,Education,Agent,2975,Approved,
A009180,L009180,C009180,2022-11-21,2024-03-17,Business,Branch,1260,Approved,
A009181,L009181,C009181,2023-04-04,2022-11-07,Personal,Online,2877,Approved,
A009182,L009182,C009182,2020-02-02,2022-02-13,Vehicle,Online,6623,Approved,
A009183,L009183,C009183,2019-07-09,2022-06-11,Education,Branch,1156,Approved,
A009184,L009184,C009184,2019-09-13,2024-03-17,Vehicle,Agent,9362,Approved,
A009185,L009185,C009185,2019-08-07,2023-10-08,Education,Branch,5009,Approved,
A009186,L009186,C009186,2021-05-26,2021-01-27,Personal,Agent,9712,Approved,
A009187,L009187,C009187,2022-03-19,2022-09-03,Vehicle,Online,8436,Approved,
A009188,L009188,C009188,2023-04-30,2024-07-14,Home Renovation,Branch,6728,Approved,
A009189,L009189,C009189,2022-04-08,2021-10-06,Vehicle,Agent,791,Approved,
A009190,L009190,C009190,2019-04-22,2021-05-03,Personal,Online,3061,Approved,
A009191,L009191,C009191,2021-09-08,2020-11-06,Home Renovation,Agent,2816,Approved,
A009192,L009192,C009192,2020-07-09,2024-08-15,Vehicle,Agent,9444,Approved,
A009193,L009193,C009193,2019-08-09,2024-03-06,Business,Online,9005,Approved,
A009194,L009194,C009194,2021-06-17,2023-07-06,Vehicle,Agent,5940,Approved,
A009195,L009195,C009195,2019-08-01,2022-03-06,Vehicle,Agent,3467,Approved,
A009196,L009196,C009196,2020-12-04,2022-09-23,Business,Branch,6524,Approved,
A009197,L009197,C009197,2019-06-14,2024-02-22,Education,Agent,8137,Approved,
A009198,L009198,C009198,2019-11-01,2022-10-09,Business,Online,7071,Approved,
A009199,L009199,C009199,2023-10-25,2024-03-21,Vehicle,Online,1235,Approved,
A009200,L009200,C009200,2019-05-05,2021-11-08,Vehicle,Online,6764,Approved,
A009201,L009201,C009201,2022-07-12,2022-12-05,Vehicle,Branch,3932,Approved,
A009202,L009202,C009202,2024-08-18,2021-12-17,Education,Agent,9301,Approved,
A009203,L009203,C009203,2021-12-25,2022-03-19,Vehicle,Branch,6454,Approved,
A009204,L009204,C009204,2021-03-25,2021-11-22,Home Renovation,Online,946,Approved,
A009205,L009205,C009205,2024-05-18,2023-04-03,Education,Online,2618,Approved,
A009206,L009206,C009206,2024-12-17,2021-05-24,Education,Agent,1629,Approved,
A009207,L009207,C009207,2020-10-24,2020-10-22,Education,Online,8333,Approved,
A009208,L009208,C009208,2024-10-28,2020-04-21,Business,Branch,5803,Approved,
A009209,L009209,C009209,2020-12-15,2022-01-25,Vehicle,Agent,5003,Approved,
A009210,L009210,C009210,2021-06-11,2020-07-22,Personal,Branch,9902,Approved,
A009211,L009211,C009211,2021-08-29,2021-09-22,Business,Online,6299,Approved,
A009212,L009212,C009212,2019-08-12,2024-06-28,Personal,Branch,3566,Approved,
A009213,L009213,C009213,2024-03-29,2023-03-08,Personal,Branch,8055,Approved,
A009214,L009214,C009214,2020-11-12,2020-04-08,Vehicle,Branch,4665,Approved,
A009215,L009215,C009215,2022-08-26,2023-01-01,Vehicle,Agent,8325,Approved,
A009216,L009216,C009216,2024-05-09,2020-05-01,Personal,Agent,1436,Approved,
A009217,L009217,C009217,2023-01-06,2023-07-12,Personal,Agent,3105,Approved,
A009218,L009218,C009218,2019-11-02,2021-11-16,Education,Branch,3891,Approved,
A009219,L009219,C009219,2024-09-09,2021-09-28,Vehicle,Branch,6329,Approved,
A009220,L009220,C009220,2024-06-26,2021-10-21,Home Renovation,Online,7142,Approved,
A009221,L009221,C009221,2019-11-15,2023-06-29,Personal,Online,688,Approved,
A009222,L009222,C009222,2024-12-07,2020-02-18,Vehicle,Branch,1208,Approved,
A009223,L009223,C009223,2019-04-18,2023-01-11,Vehicle,Online,6176,Approved,
A009224,L009224,C009224,2022-08-03,2020-01-05,Business,Agent,5425,Approved,
A009225,L009225,C009225,2024-01-08,2023-02-19,Education,Agent,5120,Approved,
A009226,L009226,C009226,2021-12-29,2023-08-18,Home Renovation,Branch,4753,Approved,
A009227,L009227,C009227,2020-11-01,2022-03-20,Business,Branch,3948,Approved,
A009228,L009228,C009228,2021-03-16,2024-12-31,Education,Branch,6667,Approved,
A009229,L009229,C009229,2022-04-30,2021-01-09,Vehicle,Online,5500,Approved,
A009230,L009230,C009230,2024-12-19,2022-10-27,Home Renovation,Agent,8245,Approved,
A009231,L009231,C009231,2024-02-17,2021-04-21,Vehicle,Online,9150,Approved,
A009232,L009232,C009232,2024-07-14,2024-02-13,Vehicle,Branch,8209,Approved,
A009233,L009233,C009233,2021-02-09,2020-10-09,Business,Agent,592,Approved,
A009234,L009234,C009234,2024-09-19,2021-10-11,Vehicle,Branch,7074,Approved,
A009235,L009235,C009235,2023-01-13,2024-12-10,Vehicle,Online,6381,Approved,
A009236,L009236,C009236,2020-03-19,2024-08-31,Education,Branch,3120,Approved,
A009237,L009237,C009237,2022-01-17,2024-10-18,Vehicle,Agent,981,Approved,
A009238,L009238,C009238,2020-06-20,2020-04-16,Vehicle,Branch,1412,Approved,
A009239,L009239,C009239,2022-05-14,2022-03-13,Personal,Agent,6691,Approved,
A009240,L009240,C009240,2019-05-19,2020-08-18,Vehicle,Agent,2823,Approved,
A009241,L009241,C009241,2022-07-10,2022-04-21,Education,Agent,9600,Approved,
A009242,L009242,C009242,2022-02-18,2022-08-14,Education,Agent,4475,Approved,
A009243,L009243,C009243,2021-11-02,2024-04-15,Home Renovation,Branch,7776,Approved,
A009244,L009244,C009244,2023-08-11,2024-02-25,Home Renovation,Agent,7900,Approved,
A009245,L009245,C009245,2024-03-05,2024-10-03,Home Renovation,Agent,7286,Approved,
A009246,L009246,C009246,2023-07-27,2022-06-05,Education,Branch,1753,Approved,
A009247,L009247,C009247,2024-07-30,2020-09-13,Business,Branch,3469,Approved,
A009248,L009248,C009248,2021-07-25,2023-03-31,Home Renovation,Branch,3274,Approved,
A009249,L009249,C009249,2023-09-09,2022-09-13,Home Renovation,Agent,1017,Approved,
A009250,L009250,C009250,2024-10-07,2024-03-24,Home Renovation,Agent,4220,Approved,
A009251,L009251,C009251,2020-10-02,2020-07-12,Vehicle,Branch,778,Approved,
A009252,L009252,C009252,2024-11-16,2020-04-30,Home Renovation,Online,7402,Approved,
A009253,L009253,C009253,2024-11-11,2022-11-02,Education,Online,6837,Approved,
A009254,L009254,C009254,2022-05-29,2021-07-26,Vehicle,Online,7402,Approved,
A009255,L009255,C009255,2021-09-26,2024-07-03,Home Renovation,Agent,4921,Approved,
A009256,L009256,C009256,2019-03-12,2024-05-08,Home Renovation,Branch,6636,Approved,
A009257,L009257,C009257,2019-06-17,2021-02-01,Education,Branch,2953,Approved,
A009258,L009258,C009258,2024-02-25,2024-02-19,Education,Online,1035,Approved,
A009259,L009259,C009259,2024-04-03,2020-06-20,Business,Branch,7243,Approved,
A009260,L009260,C009260,2024-04-12,2021-01-09,Personal,Agent,723,Approved,
A009261,L009261,C009261,2023-01-18,2023-07-16,Personal,Branch,1348,Approved,
A009262,L009262,C009262,2023-12-23,2023-07-28,Education,Branch,5953,Approved,
A009263,L009263,C009263,2021-12-13,2022-03-10,Personal,Online,6002,Approved,
A009264,L009264,C009264,2022-03-09,2024-06-25,Home Renovation,Agent,2746,Approved,
A009265,L009265,C009265,2023-07-02,2022-12-19,Home Renovation,Branch,9882,Approved,
A009266,L009266,C009266,2020-07-22,2022-04-03,Education,Branch,5847,Approved,
A009267,L009267,C009267,2022-11-01,2021-09-09,Home Renovation,Branch,4137,Approved,
A009268,L009268,C009268,2022-08-28,2022-02-20,Education,Online,7379,Approved,
A009269,L009269,C009269,2023-05-30,2023-02-20,Home Renovation,Online,7267,Approved,
A009270,L009270,C009270,2024-10-10,2021-06-27,Home Renovation,Agent,6699,Approved,
A009271,L009271,C009271,2021-04-01,2021-07-30,Education,Online,9297,Approved,
A009272,L009272,C009272,2023-04-13,2022-03-12,Personal,Branch,1864,Approved,
A009273,L009273,C009273,2023-07-10,2024-03-15,Home Renovation,Agent,9297,Approved,
A009274,L009274,C009274,2021-03-02,2021-10-17,Vehicle,Agent,1518,Approved,
A009275,L009275,C009275,2022-01-21,2021-06-17,Education,Branch,5337,Approved,
A009276,L009276,C009276,2022-09-15,2022-06-16,Education,Branch,5161,Approved,
A009277,L009277,C009277,2019-03-01,2023-08-21,Home Renovation,Online,6077,Approved,
A009278,L009278,C009278,2020-03-14,2024-11-10,Vehicle,Online,4460,Approved,
A009279,L009279,C009279,2024-10-01,2025-01-02,Vehicle,Agent,1305,Approved,
A009280,L009280,C009280,2024-05-21,2023-03-28,Home Renovation,Branch,8779,Approved,
A009281,L009281,C009281,2024-06-01,2024-09-20,Education,Online,4372,Approved,
A009282,L009282,C009282,2020-06-14,2021-11-04,Home Renovation,Branch,8155,Approved,
A009283,L009283,C009283,2021-11-11,2024-07-19,Business,Online,774,Approved,
A009284,L009284,C009284,2024-07-14,2020-03-28,Education,Agent,6749,Approved,
A009285,L009285,C009285,2023-02-12,2024-03-13,Personal,Agent,6669,Approved,
A009286,L009286,C009286,2024-03-13,2020-02-11,Personal,Branch,6036,Approved,
A009287,L009287,C009287,2021-03-02,2023-11-27,Vehicle,Online,8244,Approved,
A009288,L009288,C009288,2024-05-17,2024-04-17,Education,Agent,7760,Approved,
A009289,L009289,C009289,2021-06-20,2022-10-07,Home Renovation,Online,4880,Approved,
A009290,L009290,C009290,2022-06-29,2021-09-09,Home Renovation,Agent,6289,Approved,
A009291,L009291,C009291,2024-10-25,2021-03-12,Personal,Agent,921,Approved,
A009292,L009292,C009292,2019-05-07,2024-10-04,Personal,Online,7258,Approved,
A009293,L009293,C009293,2021-03-25,2021-05-06,Home Renovation,Online,6901,Approved,
A009294,L009294,C009294,2023-10-22,2021-07-15,Home Renovation,Agent,3426,Approved,
A009295,L009295,C009295,2023-11-14,2022-07-23,Personal,Branch,8219,Approved,
A009296,L009296,C009296,2024-05-15,2024-09-13,Education,Branch,1433,Approved,
A009297,L009297,C009297,2019-01-23,2023-09-20,Vehicle,Branch,7204,Approved,
A009298,L009298,C009298,2023-09-05,2021-12-27,Education,Branch,7849,Approved,
A009299,L009299,C009299,2022-12-28,2022-05-01,Home Renovation,Online,3984,Approved,
A009300,L009300,C009300,2021-08-22,2022-03-21,Vehicle,Branch,6238,Approved,
A009301,L009301,C009301,2024-09-24,2024-05-29,Vehicle,Branch,7755,Approved,
A009302,L009302,C009302,2023-03-18,2023-03-07,Vehicle,Branch,2897,Approved,
A009303,L009303,C009303,2022-06-11,2020-07-23,Home Renovation,Branch,6140,Approved,
A009304,L009304,C009304,2020-11-05,2021-08-28,Home Renovation,Branch,4377,Approved,
A009305,L009305,C009305,2023-01-11,2022-07-12,Home Renovation,Agent,9561,Approved,
A009306,L009306,C009306,2022-09-08,2024-04-21,Education,Agent,4498,Approved,
A009307,L009307,C009307,2024-08-16,2020-07-21,Business,Agent,711,Approved,
A009308,L009308,C009308,2023-11-07,2024-08-03,Personal,Online,5121,Approved,
A009309,L009309,C009309,2020-10-25,2021-11-29,Education,Branch,4132,Approved,
A009310,L009310,C009310,2019-08-14,2023-03-05,Personal,Branch,5454,Approved,
A009311,L009311,C009311,2022-10-27,2021-02-26,Vehicle,Agent,9811,Approved,
A009312,L009312,C009312,2024-11-05,2024-12-05,Personal,Agent,3458,Approved,
A009313,L009313,C009313,2022-05-25,2020-08-23,Personal,Agent,4261,Approved,
A009314,L009314,C009314,2020-08-12,2024-03-13,Home Renovation,Online,4842,Approved,
A009315,L009315,C009315,2020-10-29,2024-08-25,Education,Online,7081,Approved,
A009316,L009316,C009316,2023-05-06,2022-05-25,Vehicle,Branch,5425,Approved,
A009317,L009317,C009317,2023-04-08,2021-03-31,Business,Agent,7660,Approved,
A009318,L009318,C009318,2020-12-06,2023-09-17,Business,Branch,6253,Approved,
A009319,L009319,C009319,2021-07-11,2021-02-07,Home Renovation,Agent,4761,Approved,
A009320,L009320,C009320,2020-08-31,2023-08-05,Business,Agent,2589,Approved,
A009321,L009321,C009321,2020-12-04,2022-11-26,Business,Online,6425,Approved,
A009322,L009322,C009322,2020-05-10,2021-02-20,Vehicle,Online,5697,Approved,
A009323,L009323,C009323,2019-07-15,2022-01-20,Personal,Agent,7497,Approved,
A009324,L009324,C009324,2021-09-05,2023-11-21,Business,Agent,8651,Approved,
A009325,L009325,C009325,2023-08-05,2024-04-02,Business,Branch,2452,Approved,
A009326,L009326,C009326,2023-04-08,2021-05-28,Vehicle,Online,6959,Approved,
A009327,L009327,C009327,2021-09-10,2020-11-08,Education,Branch,4320,Approved,
A009328,L009328,C009328,2022-07-28,2021-06-15,Education,Branch,6868,Approved,
A009329,L009329,C009329,2023-02-26,2022-01-04,Personal,Agent,6283,Approved,
A009330,L009330,C009330,2020-10-13,2022-01-07,Home Renovation,Branch,3630,Approved,
A009331,L009331,C009331,2022-03-17,2023-08-13,Personal,Online,4759,Approved,
A009332,L009332,C009332,2024-12-13,2021-01-05,Vehicle,Branch,4793,Approved,
A009333,L009333,C009333,2020-10-21,2021-11-26,Personal,Branch,560,Approved,
A009334,L009334,C009334,2024-02-12,2021-11-10,Personal,Branch,1273,Approved,
A009335,L009335,C009335,2022-02-01,2023-06-28,Vehicle,Agent,8596,Approved,
A009336,L009336,C009336,2024-04-06,2024-03-05,Business,Branch,4438,Approved,
A009337,L009337,C009337,2024-09-29,2024-07-13,Personal,Agent,6879,Approved,
A009338,L009338,C009338,2022-07-26,2022-01-11,Personal,Agent,4898,Approved,
A009339,L009339,C009339,2019-12-19,2020-02-08,Vehicle,Online,5142,Approved,
A009340,L009340,C009340,2024-11-20,2022-05-29,Home Renovation,Agent,7210,Approved,
A009341,L009341,C009341,2019-05-29,2021-04-30,Vehicle,Online,3513,Approved,
A009342,L009342,C009342,2019-01-24,2022-01-21,Business,Online,3122,Approved,
A009343,L009343,C009343,2019-12-26,2021-10-28,Vehicle,Agent,3326,Approved,
A009344,L009344,C009344,2023-11-28,2024-01-26,Personal,Online,9124,Approved,
A009345,L009345,C009345,2023-02-27,2021-11-08,Personal,Agent,3058,Approved,
A009346,L009346,C009346,2024-04-21,2024-11-10,Personal,Agent,4914,Approved,
A009347,L009347,C009347,2024-09-01,2021-05-21,Home Renovation,Agent,6054,Approved,
A009348,L009348,C009348,2023-01-04,2024-06-10,Education,Agent,4115,Approved,
A009349,L009349,C009349,2020-05-06,2023-06-09,Business,Agent,2827,Approved,
A009350,L009350,C009350,2022-06-13,2023-05-02,Home Renovation,Branch,4374,Approved,
A009351,L009351,C009351,2022-07-31,2020-05-04,Vehicle,Online,3019,Approved,
A009352,L009352,C009352,2021-05-13,2023-07-14,Education,Branch,6101,Approved,
A009353,L009353,C009353,2024-11-23,2020-11-23,Home Renovation,Online,6802,Approved,
A009354,L009354,C009354,2023-05-11,2021-02-28,Personal,Branch,8694,Approved,
A009355,L009355,C009355,2022-02-17,2024-04-23,Vehicle,Online,6308,Approved,
A009356,L009356,C009356,2021-07-16,2023-04-08,Business,Branch,3403,Approved,
A009357,L009357,C009357,2025-01-02,2020-01-03,Vehicle,Agent,7700,Approved,
A009358,L009358,C009358,2024-05-21,2020-07-18,Home Renovation,Online,3697,Approved,
A009359,L009359,C009359,2023-10-21,2024-04-30,Home Renovation,Agent,6031,Approved,
A009360,L009360,C009360,2024-12-29,2022-11-21,Education,Branch,5927,Approved,
A009361,L009361,C009361,2023-09-06,2021-07-27,Vehicle,Branch,3871,Approved,
A009362,L009362,C009362,2024-08-31,2024-11-11,Business,Branch,8147,Approved,
A009363,L009363,C009363,2022-11-29,2020-06-15,Home Renovation,Online,1634,Approved,
A009364,L009364,C009364,2019-07-22,2020-02-09,Vehicle,Online,9307,Approved,
A009365,L009365,C009365,2019-12-27,2024-11-21,Business,Agent,5132,Approved,
A009366,L009366,C009366,2020-01-28,2021-05-13,Education,Online,4272,Approved,
A009367,L009367,C009367,2019-08-02,2022-04-16,Education,Online,4061,Approved,
A009368,L009368,C009368,2019-07-02,2020-03-14,Education,Branch,782,Approved,
A009369,L009369,C009369,2024-08-21,2020-02-15,Education,Online,6337,Approved,
A009370,L009370,C009370,2024-07-12,2023-12-21,Education,Online,2811,Approved,
A009371,L009371,C009371,2023-04-22,2022-06-18,Education,Agent,9328,Approved,
A009372,L009372,C009372,2019-07-05,2021-07-29,Business,Agent,1020,Approved,
A009373,L009373,C009373,2022-01-01,2024-11-12,Education,Branch,9684,Approved,
A009374,L009374,C009374,2019-06-16,2023-07-14,Education,Online,7105,Approved,
A009375,L009375,C009375,2019-06-01,2022-05-23,Vehicle,Agent,6441,Approved,
A009376,L009376,C009376,2024-07-17,2022-03-16,Business,Online,9490,Approved,
A009377,L009377,C009377,2022-10-24,2021-05-19,Vehicle,Online,7855,Approved,
A009378,L009378,C009378,2022-10-18,2021-03-04,Personal,Agent,1651,Approved,
A009379,L009379,C009379,2024-05-24,2024-02-26,Home Renovation,Branch,2663,Approved,
A009380,L009380,C009380,2020-08-17,2023-05-03,Home Renovation,Branch,1014,Approved,
A009381,L009381,C009381,2021-04-17,2024-07-18,Education,Agent,1646,Approved,
A009382,L009382,C009382,2021-01-14,2024-06-11,Education,Agent,2728,Approved,
A009383,L009383,C009383,2022-11-18,2024-05-06,Home Renovation,Branch,1779,Approved,
A009384,L009384,C009384,2024-07-14,2023-07-16,Home Renovation,Online,2694,Approved,
A009385,L009385,C009385,2021-05-26,2023-03-21,Home Renovation,Agent,6323,Approved,
A009386,L009386,C009386,2024-07-31,2020-03-25,Vehicle,Agent,1814,Approved,
A009387,L009387,C009387,2019-12-18,2023-07-23,Business,Agent,8132,Approved,
A009388,L009388,C009388,2020-08-28,2024-11-11,Vehicle,Online,6172,Approved,
A009389,L009389,C009389,2022-03-26,2022-11-11,Education,Online,3472,Approved,
A009390,L009390,C009390,2022-03-13,2023-06-04,Home Renovation,Online,9736,Approved,
A009391,L009391,C009391,2024-03-31,2024-02-11,Vehicle,Online,2751,Approved,
A009392,L009392,C009392,2022-07-24,2021-01-11,Home Renovation,Online,6743,Approved,
A009393,L009393,C009393,2023-01-02,2022-03-21,Home Renovation,Branch,9941,Approved,
A009394,L009394,C009394,2021-11-04,2020-02-04,Personal,Agent,9672,Approved,
A009395,L009395,C009395,2023-12-18,2023-08-01,Business,Branch,3491,Approved,
A009396,L009396,C009396,2024-10-17,2023-05-05,Vehicle,Agent,9434,Approved,
A009397,L009397,C009397,2023-01-17,2023-04-14,Vehicle,Online,7785,Approved,
A009398,L009398,C009398,2022-05-21,2024-05-19,Home Renovation,Online,2188,Approved,
A009399,L009399,C009399,2023-12-10,2020-05-01,Vehicle,Online,2782,Approved,
A009400,L009400,C009400,2022-10-30,2024-09-05,Business,Branch,5929,Approved,
A009401,L009401,C009401,2022-05-18,2022-01-14,Home Renovation,Agent,6277,Approved,
A009402,L009402,C009402,2022-10-26,2021-10-16,Business,Online,889,Approved,
A009403,L009403,C009403,2021-12-05,2020-05-18,Education,Agent,4894,Approved,
A009404,L009404,C009404,2021-05-23,2024-08-22,Education,Online,4203,Approved,
A009405,L009405,C009405,2023-12-19,2021-10-10,Personal,Agent,2853,Approved,
A009406,L009406,C009406,2020-02-22,2021-07-12,Education,Online,505,Approved,
A009407,L009407,C009407,2020-02-17,2023-06-08,Personal,Online,8037,Approved,
A009408,L009408,C009408,2019-12-12,2023-03-30,Home Renovation,Online,2810,Approved,
A009409,L009409,C009409,2023-06-28,2020-10-18,Vehicle,Agent,7077,Approved,
A009410,L009410,C009410,2023-12-11,2020-06-10,Home Renovation,Online,4945,Approved,
A009411,L009411,C009411,2024-09-05,2021-05-31,Education,Branch,882,Approved,
A009412,L009412,C009412,2020-07-08,2022-06-25,Business,Online,8469,Approved,
A009413,L009413,C009413,2024-04-23,2020-11-02,Home Renovation,Agent,9930,Approved,
A009414,L009414,C009414,2021-04-05,2023-09-16,Vehicle,Branch,2190,Approved,
A009415,L009415,C009415,2023-02-03,2022-11-14,Education,Online,9678,Approved,
A009416,L009416,C009416,2021-05-05,2020-04-19,Business,Branch,872,Approved,
A009417,L009417,C009417,2024-07-19,2022-01-28,Business,Branch,6556,Approved,
A009418,L009418,C009418,2024-06-08,2023-06-17,Education,Branch,5079,Approved,
A009419,L009419,C009419,2022-04-02,2023-10-27,Business,Branch,9268,Approved,
A009420,L009420,C009420,2020-05-03,2020-10-02,Business,Agent,4260,Approved,
A009421,L009421,C009421,2021-11-24,2023-03-21,Home Renovation,Agent,5551,Approved,
A009422,L009422,C009422,2023-12-06,2023-03-14,Home Renovation,Branch,1394,Approved,
A009423,L009423,C009423,2024-08-02,2024-07-24,Personal,Branch,6730,Approved,
A009424,L009424,C009424,2023-11-16,2021-04-05,Education,Branch,7682,Approved,
A009425,L009425,C009425,2022-03-27,2020-09-14,Vehicle,Branch,8631,Approved,
A009426,L009426,C009426,2022-01-24,2023-05-09,Personal,Online,624,Approved,
A009427,L009427,C009427,2021-09-26,2022-08-19,Business,Online,613,Approved,
A009428,L009428,C009428,2023-05-03,2022-07-26,Vehicle,Agent,5209,Approved,
A009429,L009429,C009429,2023-11-05,2023-07-04,Business,Agent,6607,Approved,
A009430,L009430,C009430,2021-08-31,2023-04-21,Vehicle,Agent,6393,Approved,
A009431,L009431,C009431,2024-09-07,2022-02-26,Education,Branch,6252,Approved,
A009432,L009432,C009432,2019-10-30,2024-03-08,Home Renovation,Online,8970,Approved,
A009433,L009433,C009433,2023-07-09,2020-02-01,Personal,Branch,3212,Approved,
A009434,L009434,C009434,2021-09-25,2022-02-24,Home Renovation,Branch,9631,Approved,
A009435,L009435,C009435,2022-04-15,2024-04-11,Education,Branch,8135,Approved,
A009436,L009436,C009436,2020-01-02,2024-05-07,Education,Online,5856,Approved,
A009437,L009437,C009437,2023-06-08,2020-03-14,Vehicle,Agent,9672,Approved,
A009438,L009438,C009438,2024-05-12,2024-07-26,Home Renovation,Online,2064,Approved,
A009439,L009439,C009439,2020-01-30,2021-12-21,Personal,Online,5806,Approved,
A009440,L009440,C009440,2021-12-26,2022-04-06,Business,Online,789,Approved,
A009441,L009441,C009441,2023-07-05,2022-01-03,Personal,Branch,1645,Approved,
A009442,L009442,C009442,2019-02-14,2023-05-03,Personal,Branch,8141,Approved,
A009443,L009443,C009443,2020-09-23,2022-09-09,Vehicle,Agent,8928,Approved,
A009444,L009444,C009444,2020-08-21,2021-06-25,Personal,Agent,6398,Approved,
A009445,L009445,C009445,2019-06-01,2023-04-26,Education,Branch,1184,Approved,
A009446,L009446,C009446,2024-02-20,2020-04-25,Personal,Agent,2276,Approved,
A009447,L009447,C009447,2021-10-20,2021-10-31,Vehicle,Agent,6080,Approved,
A009448,L009448,C009448,2024-05-03,2022-07-25,Personal,Online,688,Approved,
A009449,L009449,C009449,2022-08-11,2021-08-12,Vehicle,Branch,5483,Approved,
A009450,L009450,C009450,2023-04-19,2020-05-24,Education,Branch,7754,Approved,
A009451,L009451,C009451,2019-03-28,2020-06-10,Vehicle,Agent,5094,Approved,
A009452,L009452,C009452,2024-08-18,2023-08-29,Personal,Online,7935,Approved,
A009453,L009453,C009453,2021-06-05,2022-12-28,Vehicle,Online,1335,Approved,
A009454,L009454,C009454,2022-03-16,2021-08-02,Business,Agent,1979,Approved,
A009455,L009455,C009455,2019-12-24,2022-03-31,Education,Branch,555,Approved,
A009456,L009456,C009456,2024-09-23,2020-09-15,Vehicle,Agent,6632,Approved,
A009457,L009457,C009457,2024-11-09,2020-10-04,Business,Agent,6113,Approved,
A009458,L009458,C009458,2020-12-02,2023-11-15,Home Renovation,Branch,3562,Approved,
A009459,L009459,C009459,2019-10-23,2024-03-10,Business,Branch,8089,Approved,
A009460,L009460,C009460,2021-03-15,2020-12-07,Business,Agent,9397,Approved,
A009461,L009461,C009461,2020-06-18,2020-12-13,Personal,Online,5234,Approved,
A009462,L009462,C009462,2019-05-07,2023-07-28,Home Renovation,Branch,4374,Approved,
